"HMM"	"PS"
"XP_035275439.1"	152.2	1578
"XP_035275861.1"	0	3205
"XP_035278707.1"	0	3074
"XP_035281711.1"	0	2229
"XP_035282426.1"	0	2408
"XP_035283103.1"	87.3	1992
"XP_035283145.1"	0	2852
"XP_035284246.1"	0	3130
"XP_035284412.1"	66.4	1639
"XP_035285192.1"	0	2208
"XP_035285794.1"	0	3263
"XP_035286523.1"	0	3278
"XP_035286930.1"	0	3478
"XP_035287342.1"	0	3064
"XP_035289538.1"	0	3535
"XP_035289814.1"	67.8	1611
"XP_035289921.1"	0	1774
"XP_035290315.1"	72.3	2181
"XP_035290879.1"	0	3412
"XP_035291288.1"	0	3509
"XP_035291473.1"	0	2733
"XP_035291609.1"	43	2306
"XP_035377054.1"	57.1	2149
"XP_035377644.1"	326.7	2735
"XP_035378563.1"	0	3217
"XP_035379185.1"	0	3559
"XP_035381564.1"	0	3239
"XP_035382320.1"	97.9	2231
"XP_035382452.1"	0	2598
"XP_035382904.1"	0	3561
"XP_035383643.1"	49.6	1828
"XP_035385040.1"	0	3447
"XP_035385066.1"	0	3453
"XP_035385329.1"	0	3150
"XP_035385956.1"	38.6	2104
"XP_035386330.1"	0	3280
"XP_035386583.1"	0	2905
"XP_035387619.1"	0	3768
"XP_035388700.1"	0	2313
"XP_035389802.1"	0	3531
"XP_035391478.1"	0	3713
"XP_035391626.1"	0	2928
"XP_035392151.1"	51.8	1976
"XP_035392347.1"	0	2652
"XP_035463140.2"	0	2414
"XP_035464171.1"	0	3742
"XP_035464313.2"	0	2986
"XP_035464689.2"	102.8	2414
"XP_035465173.2"	99.1	2757
"XP_035465953.2"	0	2312
"XP_035465964.1"	0	2027
"XP_035468248.2"	286.9	1769
"XP_035470454.2"	0	1769
"XP_035470886.2"	0	2915
"XP_035472485.2"	0	1940
"XP_035472575.2"	96.9	2219
"XP_035473825.2"	0	2551
"XP_035473937.2"	95.6	2415
"XP_035475183.1"	100.1	2264
"XP_035475380.1"	0	3176
"XP_035476264.2"	0	3526
"XP_035476434.2"	102.8	2415
"XP_035477272.1"	0	3650
"XP_035479072.1"	77.1	2130
"XP_035479348.2"	0	2156
"XP_035479655.2"	0	3252
"XP_035479818.1"	40.4	1978
"XP_035480079.2"	71.9	2021
"XP_035480433.2"	0	3355
"XP_035482817.2"	0	1860
"XP_035484876.1"	0	2995
"XP_035484990.1"	0	2623
"XP_035485838.2"	0	3230
"XP_035486115.2"	0	1973
"XP_035486715.1"	0	2974
"XP_035486981.2"	94.5	2378
"XP_035488776.2"	0	2949
"XP_035489198.2"	0	1677
"XP_035492109.1"	82.9	1828
"XP_035492802.2"	0	3180
"XP_035494874.1"	0	3417
"XP_035495614.2"	96	2621
"XP_035495969.1"	96.1	2661
"XP_035496019.1"	0	2964
"XP_035496290.2"	0	3407
"XP_035496651.1"	0	2532
"XP_035496871.1"	42.8	2030
"XP_035496903.1"	0	3082
"XP_035497430.1"	134.5	1557
"XP_035497482.1"	0	1941
"XP_035501760.1"	0	3389
"XP_035504440.1"	57.7	2040
"XP_035505696.2"	0	2998
"XP_035506639.1"	0	2090
"XP_035507744.1"	0	2755
"XP_035507873.1"	0	2578
"XP_035508322.1"	0	2948
"XP_035508697.1"	58	2064
"XP_035509456.1"	0	3176
"XP_035510422.1"	0	3039
"XP_035510683.1"	0	2948
"XP_035510922.1"	0	1796
"XP_035511075.1"	101.7	2745
"XP_035511939.1"	0	3441
"XP_035512457.1"	46.1	2040
"XP_035512779.1"	0	3203
"XP_035513514.1"	0	3053
"XP_035513594.1"	43.5	2264
"XP_035513613.1"	0	3082
"XP_035514083.1"	0	3381
"XP_035514200.1"	57.3	1580
"XP_035514336.1"	0	2778
"XP_035514592.1"	0	3596
"XP_035515490.1"	91.9	1604
"XP_035517370.1"	0	1928
"XP_035517637.1"	95.2	2670
"XP_035518729.1"	0	2968
"XP_035518788.1"	293.6	1743
"XP_035518936.1"	36.4	1992
"XP_035520192.1"	155	1984
"XP_035520501.1"	0	2317
"XP_035522503.1"	0	3377
"XP_035522975.1"	69.2	1893
"XP_035523052.1"	0	1932
"XP_035523516.1"	0	3019
"XP_035523697.1"	0	2595
"XP_035523869.1"	0	3748
"XP_035524101.1"	0	3030
"XP_035524336.1"	97.7	2764
"XP_035524786.1"	0	3524
"XP_035525158.1"	0	2216
"XP_035525429.1"	0	2916
"XP_035526599.1"	0	1777
"XP_035527319.1"	0	3247
"XP_035527550.1"	100	2453
"XP_035527624.1"	0	3118
"XP_035528096.1"	0	3355
"XP_035528784.1"	0	3253
"XP_035528891.1"	38.9	2067
"XP_035529702.1"	0	1671
"XP_035530310.1"	0	2312
"XP_035530477.1"	0	3746
"XP_035534151.1"	95.9	2503
"XP_035534894.1"	0	2537
"XP_035535527.1"	96.3	1998
"XP_035535851.1"	76.4	2029
"XP_035536416.1"	70.9	1553
"XP_035536542.1"	0	3520
"XP_035536727.1"	108.2	2679
"XP_035536777.1"	0	3295
"XP_035536797.1"	0	2561
"XP_035537133.1"	0	3556
"XP_035537625.1"	0	3576
"XP_035591162.1"	42.2	2312
"XP_035591415.1"	38.7	1584
"XP_035593161.1"	61.6	2096
"XP_035594307.1"	0	3549
"XP_035596210.2"	0	2462
"XP_035596960.1"	0	3533
"XP_035599254.1"	0	2237
"XP_035599565.2"	0	1495
"XP_035601234.1"	34.3	1901
"XP_035604592.1"	83.5	2098
"XP_035607058.2"	33	1890
"XP_035609867.1"	101	2459
"XP_035610556.1"	37.4	2076
"XP_035610876.1"	0	1435
"XP_035611457.2"	0	2837
"XP_035615848.1"	80.2	2273
"XP_035616028.2"	50.1	0
"XP_035616767.1"	280.1	2008
"XP_035618115.1"	0	3491
"XP_035620684.1"	0	2124
"XP_035621526.1"	42.2	2312
"XP_035623580.1"	0	2429
"XP_035626447.1"	0	2664
"XP_035628147.1"	0	2526
"XP_035628586.2"	0	3589
"XP_035628774.1"	102.6	2785
"XP_035629728.1"	0	3429
"XP_035630994.1"	0	2801
"XP_035631943.1"	0	2547
"XP_035632422.1"	0	1878
"XP_035632463.1"	0	2808
"XP_035632776.1"	45.2	1743
"XP_035633198.1"	0	3322
"XP_035638051.2"	0	3453
"XP_035638161.1"	71.8	1824
"XP_035638820.1"	0	2934
"XP_035638920.1"	30.8	1484
"XP_035639190.1"	0	1420
"XP_035640077.1"	86.3	2110
"XP_035641619.1"	0	3116
"XP_035641803.2"	0	3351
"XP_035642349.1"	92	2619
"XP_035642575.1"	153.3	2117
"XP_035643378.2"	102.4	2701
"XP_035645066.1"	0	1489
"XP_035645762.1"	0	2605
"XP_035646411.1"	159.5	2145
"XP_035646925.2"	0	2492
"XP_035649348.1"	103.6	2759
"XP_035649379.1"	0	3559
"XP_035649469.1"	0	3509
"XP_035650828.2"	0	3124
"XP_035650950.1"	0	3509
"XP_035650957.1"	0	3559
"XP_035652255.1"	92.4	2603
"XP_035653472.2"	0	2018
"XP_035654490.2"	0	2422
"XP_035657125.1"	284.7	1911
"XP_035760174.1"	0	1592
"XP_035761289.1"	0	3537
"XP_035761513.1"	0	3203
"XP_035761729.1"	0	1748
"XP_035763244.1"	0	3400
"XP_035763261.1"	0	2862
"XP_035763991.1"	0	2845
"XP_035765174.1"	106.5	2566
"XP_035765195.1"	0	2266
"XP_035765377.1"	105.8	2504
"XP_035766570.1"	43.5	2264
"XP_035767407.1"	63.3	1561
"XP_035767537.1"	69	1506
"XP_035769143.1"	0	3655
"XP_035770283.1"	0	3080
"XP_035771291.1"	70.1	1599
"XP_035771359.1"	0	2232
"XP_035771794.1"	97.5	2733
"XP_035772459.1"	72.9	1936
"XP_035797260.1"	105.3	2587
"XP_035804708.1"	95.9	2368
"XP_035804801.2"	0	3048
"XP_035805680.2"	47.8	2160
"XP_035808875.2"	0	3383
"XP_035812840.2"	0	3098
"XP_035847510.1"	0	2500
"XP_035848674.1"	0	3556
"XP_035849024.1"	0	3359
"XP_035850990.1"	0	2679
"XP_035851982.1"	0	2312
"XP_035852225.1"	0	2936
"XP_035854025.1"	0	3031
"XP_035854784.1"	0	2679
"XP_035855283.1"	0	2805
"XP_035855577.1"	0	2382
"XP_035855890.1"	0	2667
"XP_035856551.1"	87.1	1670
"XP_035857538.1"	0	2679
"XP_035859367.1"	130.5	2026
"XP_035859486.1"	0	1993
"XP_035860440.1"	0	2667
"XP_035860926.1"	0	2667
"XP_035862542.1"	0	2679
"XP_035862617.1"	0	2667
"XP_035863557.1"	0	2667
"XP_035864270.1"	0	3078
"XP_035864508.1"	0	3377
"XP_035864753.1"	0	3083
"XP_035980859.1"	0	3176
"XP_035981139.1"	0	3176
"XP_035981141.1"	0	2475
"XP_035981383.1"	157.8	2086
"XP_035981643.1"	102.6	2351
"XP_035982276.1"	42.6	2003
"XP_035984300.1"	0	1651
"XP_035984664.1"	105.4	2478
"XP_035985018.1"	0	3208
"XP_035985051.1"	97.6	2726
"XP_035986057.1"	10.2	3003
"XP_035986190.1"	0	3498
"XP_035988030.1"	0	3355
"XP_035989630.1"	0	3187
"XP_035989894.1"	0	2969
"XP_035990397.1"	0	3350
"XP_035991629.1"	13.7	2647
"XP_035992545.1"	0	2436
"XP_035992548.1"	0	2436
"XP_035993624.1"	0	3208
"XP_035994093.1"	0	3226
"XP_035995629.1"	0	2539
"XP_035995926.1"	0	3750
"XP_035998734.1"	0	3567
"XP_035999847.1"	0	3382
"XP_035999894.1"	0	2436
"XP_036000178.1"	96.5	2832
"XP_036000431.1"	0	3158
"XP_036001161.1"	0	3422
"XP_036001187.1"	0	3620
"XP_036003632.1"	0	2993
"XP_036004025.1"	0	1795
"XP_036005063.1"	0	2413
"XP_036005860.1"	0	3576
"XP_036066378.1"	0	2506
"XP_036069648.1"	15.2	0
"XP_036069649.1"	71.3	1908
"XP_036371598.1"	97.4	2324
"XP_036372284.1"	313.4	2893
"XP_036372531.1"	0	1425
"XP_036373305.1"	0	3690
"XP_036373419.1"	0	2315
"XP_036373501.1"	61.7	2163
"XP_036373583.1"	91.3	2182
"XP_036374807.1"	0	3176
"XP_036375060.1"	0	3131
"XP_036375947.1"	0	2309
"XP_036376198.1"	0	2922
"XP_036376427.1"	0	2348
"XP_036376492.1"	0	2348
"XP_036376826.1"	0	3176
"XP_036379279.1"	0	3236
"XP_036379793.1"	0	3328
"XP_036380390.1"	73.8	1854
"XP_036381098.1"	0	1907
"XP_036381179.1"	72	2058
"XP_036381695.1"	0	3500
"XP_036382020.1"	0	3511
"XP_036382478.1"	0	2724
"XP_036383499.1"	0	3462
"XP_036383594.1"	0	3492
"XP_036383612.1"	43	2306
"XP_036383808.1"	0	3019
"XP_036383899.1"	102.4	2729
"XP_036383995.1"	100.7	2514
"XP_036384199.1"	0	3472
"XP_036384234.1"	0	3091
"XP_036384356.1"	0	2747
"XP_036384462.1"	0	3537
"XP_036385465.1"	0	3009
"XP_036385536.1"	40	2123
"XP_036385775.1"	0	1687
"XP_036386089.1"	96.8	2624
"XP_036386570.1"	0	3305
"XP_036386896.1"	0	2119
"XP_036387448.1"	91.6	2560
"XP_036388031.1"	0	3128
"XP_036388946.1"	52.4	1751
"XP_036389278.1"	52.2	2165
"XP_036389956.1"	0	3401
"XP_036389962.1"	0	3305
"XP_036390913.1"	0	2561
"XP_036391042.1"	159.8	2340
"XP_036391046.1"	35.3	1753
"XP_036392273.1"	35.6	0
"XP_036393098.1"	80	2047
"XP_036393678.1"	77.4	2014
"XP_036393803.1"	0	3488
"XP_036393916.1"	0	3325
"XP_036393997.1"	0	3238
"XP_036394993.1"	99.2	2723
"XP_036395297.1"	0	3257
"XP_036395457.1"	42.5	1855
"XP_036398245.1"	0	2251
"XP_036398458.1"	0	2807
"XP_036398732.1"	0	2635
"XP_036399227.1"	0	2232
"XP_036399252.1"	167.4	2158
"XP_036399552.1"	167.2	2202
"XP_036399899.1"	59.5	1500
"XP_036400396.1"	0	2578
"XP_036401328.1"	0	3453
"XP_036401715.1"	0	1651
"XP_036402515.1"	42.7	2181
"XP_036404392.1"	0	3444
"XP_036406194.1"	99.7	2295
"XP_036406354.1"	0	3067
"XP_036406968.1"	0	2874
"XP_036407396.1"	0	2373
"XP_036407554.1"	311.3	2717
"XP_036407926.1"	0	2094
"XP_036408364.1"	0	2928
"XP_036408498.1"	0	2049
"XP_036408644.1"	0	2094
"XP_036409478.1"	0	3239
"XP_036409947.1"	97.3	2547
"XP_036410987.1"	0	3286
"XP_036411003.1"	0	3526
"XP_036411289.1"	0	3478
"XP_036412472.1"	104.9	2725
"XP_036413036.1"	0	3463
"XP_036413816.1"	108.8	2103
"XP_036414458.1"	41.2	0
"XP_036414496.1"	0	3176
"XP_036415251.1"	89.1	2788
"XP_036415626.1"	0	2577
"XP_036415636.1"	0	3116
"XP_036416211.1"	0	3559
"XP_036416635.1"	0	2928
"XP_036416827.1"	0	3573
"XP_036417036.1"	0	2519
"XP_036417595.1"	80.6	2043
"XP_036418164.1"	0	2105
"XP_036419033.1"	0	2901
"XP_036419291.1"	0	1574
"XP_036419415.1"	0	3429
"XP_036419607.1"	0	3149
"XP_036420196.1"	0	3337
"XP_036420363.1"	41.2	1815
"XP_036423085.1"	0	3557
"XP_036423086.1"	0	3497
"XP_036423099.1"	0	3480
"XP_036424102.1"	0	2559
"XP_036424643.1"	0	2558
"XP_036426936.1"	0	2158
"XP_036428384.1"	303.8	2642
"XP_036429219.1"	304.3	2711
"XP_036429334.1"	40.7	1805
"XP_036429809.1"	0	3807
"XP_036430840.1"	0	2577
"XP_036430967.1"	0	2950
"XP_036431265.1"	0	2901
"XP_036431534.1"	0	2876
"XP_036431999.1"	317.5	3212
"XP_036432347.1"	161.1	1909
"XP_036432774.1"	0	3382
"XP_036433105.1"	0	2434
"XP_036433644.1"	83.8	1893
"XP_036433857.1"	0	2978
"XP_036433880.1"	0	3348
"XP_036433885.1"	94.5	2703
"XP_036434689.1"	0	2942
"XP_036434926.1"	55	2086
"XP_036435164.1"	0	3624
"XP_036435618.1"	0	2950
"XP_036436058.1"	0	2453
"XP_036436957.1"	97.1	2532
"XP_036437121.1"	10.5	0
"XP_036437233.1"	0	3251
"XP_036437673.1"	0	2936
"XP_036438407.1"	6.8	0
"XP_036439888.1"	40.3	1677
"XP_036440641.1"	0	2575
"XP_036442458.1"	0	2671
"XP_036443391.1"	0	3608
"XP_036443446.1"	0	3551
"XP_036444097.1"	0	2212
"XP_036445080.1"	0	3239
"XP_036445652.1"	0	2066
"XP_036446234.1"	100.2	2551
"XP_036447095.1"	61.1	2103
"XP_036448243.1"	0	3305
"XP_036448902.1"	0	2280
"XP_036449221.1"	0	2365
"XP_036449708.1"	0	2787
"XP_036450257.1"	0	3439
"XP_036450339.1"	0	3302
"XP_036450885.1"	0	3019
"XP_036451337.1"	0	3112
"XP_036451704.1"	75.3	1732
"XP_036451773.1"	16	1909
"XP_036452312.1"	0	3337
"XP_036452980.1"	0	3129
"XP_036454392.1"	0	3248
"XP_036454578.1"	0	3552
"XP_036454671.1"	102.2	2729
"XP_036455057.1"	42.6	2250
"XP_036789366.1"	0	1489
"XP_036789935.1"	97.4	2026
"XP_036790596.1"	101.2	2446
"XP_036790806.1"	0	2887
"XP_036790983.1"	0	3102
"XP_036791975.1"	0	3184
"XP_036792012.1"	0	3153
"XP_036792363.1"	42.6	2312
"XP_036792873.1"	30.5	0
"XP_036793302.1"	71.6	1826
"XP_036794160.1"	0	3064
"XP_036794681.1"	0	2884
"XP_036795964.1"	0	3085
"XP_036797286.1"	0	2884
"XP_036798454.1"	0	3187
"XP_036799281.1"	0	3173
"XP_036800748.1"	0	2306
"XP_036801505.1"	0	2837
"XP_036801629.1"	99.6	2638
"XP_036802666.1"	48.6	1828
"XP_036805845.1"	0	1920
"XP_036807220.1"	0	3377
"XP_036808393.1"	0	3459
"XP_036810040.1"	97.4	2026
"XP_036810311.1"	0	1488
"XP_036811338.1"	0	3789
"XP_036813142.1"	0	2306
"XP_036817518.1"	52.4	1759
"XP_036817577.1"	76.3	2023
"XP_036817768.1"	0	3463
"XP_036818272.1"	0	3701
"XP_036818405.1"	0	2331
"XP_036818575.1"	0	2859
"XP_036818589.1"	0	2362
"XP_036820065.1"	0	2578
"XP_036821432.1"	52.4	1797
"XP_036822306.1"	0	3172
"XP_036824061.1"	0	3080
"XP_036824975.1"	61.5	2096
"XP_036825928.1"	0	3126
"XP_036826454.1"	307.8	2620
"XP_036826911.1"	0	3500
"XP_036826944.1"	0	3559
"XP_036827319.1"	103.5	2722
"XP_036827607.1"	0	3509
"XP_036829694.1"	0	3082
"XP_036830613.1"	0	3082
"XP_036831273.1"	0	3187
"XP_036831832.1"	0	2790
"XP_036833016.1"	0	3443
"XP_036834235.1"	62.2	2038
"XP_036835839.1"	0	3351
"XP_036836303.1"	91.8	2619
"XP_036836467.1"	26.6	0
"XP_036837523.1"	0	2578
"XP_036837632.1"	0	3243
"XP_036837661.1"	153.1	2051
"XP_036838065.1"	0	3377
"XP_036838640.1"	308.3	2695
"XP_036840638.1"	86.1	2412
"XP_036841924.1"	0	3189
"XP_036843983.1"	43.9	1919
"XP_036844608.1"	0	3302
"XP_036845385.1"	0	2119
"XP_036928034.1"	0	3729
"XP_036929679.1"	0	3355
"XP_036930561.1"	39.2	2018
"XP_036931156.1"	0	3272
"XP_036931569.1"	0	3085
"XP_036931703.1"	97.4	2661
"XP_036932010.1"	0	2595
"XP_036932609.1"	0	3085
"XP_036933929.1"	0	2764
"XP_036933930.1"	0	2145
"XP_036934177.1"	0	2511
"XP_036934479.1"	101.5	2355
"XP_036934562.1"	0	3031
"XP_036935947.1"	0	3176
"XP_036937350.1"	74.9	2002
"XP_036938414.1"	295.5	1511
"XP_036939371.1"	0	1808
"XP_036939727.1"	11.1	3096
"XP_036941341.1"	0	2632
"XP_036941838.1"	95.8	2471
"XP_036942234.1"	69.7	1563
"XP_036944158.1"	0	1786
"XP_036944414.1"	0	2948
"XP_036945162.1"	0	3039
"XP_036946212.1"	0	3549
"XP_036946460.1"	0	3576
"XP_036946698.1"	0	3147
"XP_036948391.1"	0	3295
"XP_036948801.1"	0	2515
"XP_036949963.1"	104.8	2536
"XP_036950643.1"	0	2595
"XP_036950845.1"	0	2578
"XP_036950908.1"	0	3065
"XP_036951318.1"	0	2101
"XP_036951965.1"	0	2635
"XP_036952915.1"	0	2663
"XP_036953142.1"	0	3657
"XP_036953522.1"	94.7	2602
"XP_036953629.1"	0	2595
"XP_036953947.1"	0	3114
"XP_036954327.1"	97	2716
"XP_036954573.1"	0	3321
"XP_036954672.1"	0	3158
"XP_036955374.1"	43.5	2264
"XP_036955526.1"	0	3191
"XP_036955800.1"	0	1965
"XP_036956949.1"	92.4	2353
"XP_036958736.1"	0	2595
"XP_036958938.1"	43.8	2106
"XP_036960077.1"	0	3383
"XP_036960341.1"	0	2595
"XP_036960670.1"	0	3203
"XP_036961814.1"	0	2511
"XP_036961948.1"	0	2266
"XP_036964365.1"	157.5	1889
"XP_036964862.1"	90.6	1530
"XP_036967897.1"	0	1420
"XP_036971805.1"	57.9	2064
"XP_036972262.1"	0	3068
"XP_036972796.1"	0	3599
"XP_036972840.1"	0	2962
"XP_036973335.1"	0	2448
"XP_036973430.1"	98.5	2707
"XP_036974451.1"	0	1778
"XP_036974609.1"	0	3377
"XP_036975910.1"	67.7	1761
"XP_036976789.1"	0	3518
"XP_036977483.1"	0	2312
"XP_036978174.1"	94.6	2233
"XP_036979312.1"	36.9	2008
"XP_036981383.1"	0	2035
"XP_037096874.1"	0	1966
"XP_037098191.1"	0	3706
"XP_037098276.1"	51.6	2241
"XP_037099066.1"	91.8	2120
"XP_037099101.1"	0	2182
"XP_037099628.1"	0	3183
"XP_037100471.1"	95.2	2190
"XP_037100869.1"	0	1488
"XP_037101082.1"	0	2676
"XP_037101994.1"	0	3065
"XP_037102280.1"	0	3203
"XP_037102739.1"	0	2578
"XP_037104160.1"	0	2893
"XP_037104341.1"	0	2911
"XP_037104678.1"	58.4	1833
"XP_037107370.1"	0	1938
"XP_037108998.1"	0	3024
"XP_037111188.1"	0	2172
"XP_037111686.1"	0	2910
"XP_037112963.1"	0	1836
"XP_037113308.1"	0	3104
"XP_037113809.1"	0	3342
"XP_037113897.1"	93	2607
"XP_037114574.1"	0	2973
"XP_037114702.1"	0	2741
"XP_037114904.1"	92.4	2503
"XP_037114907.1"	43.8	2058
"XP_037115289.1"	0	3023
"XP_037115346.1"	0	3257
"XP_037117571.1"	0	2505
"XP_037117722.1"	0	3391
"XP_037118876.1"	0	2416
"XP_037119271.1"	0	3120
"XP_037120239.1"	99.7	2384
"XP_037120262.1"	0	3520
"XP_037120400.1"	0	3650
"XP_037120816.1"	0	3091
"XP_037121739.1"	0	2475
"XP_037121971.1"	97.3	2722
"XP_037122161.1"	0	2905
"XP_037122233.1"	0	3779
"XP_037122785.1"	0	3448
"XP_037122954.1"	66.4	0
"XP_037123369.1"	82.7	2045
"XP_037124779.1"	0	2214
"XP_037124979.1"	0	3495
"XP_037126397.1"	72.2	1868
"XP_037127616.1"	33.7	1952
"XP_037128940.1"	94.4	2373
"XP_037129045.1"	0	3281
"XP_037130009.1"	0	3355
"XP_037130023.1"	0	3332
"XP_037130592.1"	42.4	1901
"XP_037131150.1"	0	1841
"XP_037132976.1"	0	2698
"XP_037134627.1"	269.1	1890
"XP_037135783.1"	0	3176
"XP_037136280.1"	90.1	1979
"XP_037136312.1"	0	2926
"XP_037305311.1"	0	2460
"XP_037305345.1"	0	2441
"XP_037305881.1"	98.3	2654
"XP_037306352.1"	0	2749
"XP_037307048.1"	0	2138
"XP_037309680.1"	0	3355
"XP_037309744.1"	0	2631
"XP_037309945.1"	101.9	2448
"XP_037310232.1"	34.7	1963
"XP_037310266.1"	0	3193
"XP_037310849.1"	0	3275
"XP_037311169.1"	0	3176
"XP_037311372.1"	0	3063
"XP_037312263.1"	104.3	2325
"XP_037313445.1"	0	3203
"XP_037314483.1"	12.8	3148
"XP_037314717.1"	0	1672
"XP_037314897.1"	0	2513
"XP_037315594.1"	0	2187
"XP_037316077.1"	0	3125
"XP_037316098.1"	0	2287
"XP_037316442.1"	90.7	2132
"XP_037318009.1"	0	2541
"XP_037319170.1"	0	3105
"XP_037319507.1"	288.4	1846
"XP_037320842.1"	37.2	2046
"XP_037322675.1"	74.3	1971
"XP_037323159.1"	0	1973
"XP_037323555.1"	0	3377
"XP_037324019.1"	78.2	2267
"XP_037324149.1"	56.8	0
"XP_037324504.1"	58.5	2083
"XP_037324941.1"	13	0
"XP_037327193.1"	0	1935
"XP_037327390.1"	83.5	0
"XP_037329230.1"	0	3433
"XP_037329233.1"	0	3529
"XP_037329884.1"	0	3650
"XP_037330791.1"	0	2468
"XP_037330999.1"	106.5	2748
"XP_037331899.1"	0	2896
"XP_037332778.1"	0	2022
"XP_037332973.1"	0	3225
"XP_037334423.1"	0	3432
"XP_037335107.1"	32.3	0
"XP_037337023.1"	0	3432
"XP_037337441.1"	0	3260
"XP_037338159.1"	44.4	2242
"XP_037338345.1"	0	2895
"XP_037338589.1"	0	3433
"XP_037338773.1"	0	2873
"XP_037338824.1"	95.8	2739
"XP_037339163.1"	0	3139
"XP_037339387.1"	0	2631
"XP_037339531.1"	0	2711
"XP_037339563.1"	99.5	2640
"XP_037339693.1"	97.7	2734
"XP_037339971.1"	0	3706
"XP_037339984.1"	0	2986
"XP_037340241.1"	0	2748
"XP_037340971.1"	0	2463
"XP_037341395.1"	0	3376
"XP_037342835.1"	0	2081
"XP_037343014.1"	0	1622
"XP_037343136.1"	0	3890
"XP_037343184.1"	0	2631
"XP_037345579.1"	0	3304
"XP_037345916.1"	0	1849
"XP_037346607.1"	96.9	2511
"XP_037347036.1"	0	2671
"XP_037387798.1"	0	2645
"XP_037389694.1"	104.5	1949
"XP_037390310.1"	0	2837
"XP_037391632.1"	0	2837
"XP_037391900.1"	0	3043
"XP_037392047.1"	53.7	2045
"XP_037392118.1"	0	3337
"XP_037393118.1"	0	2936
"XP_037393420.1"	6.3	0
"XP_037394072.1"	0	2837
"XP_037394185.1"	0	3807
"XP_037394270.1"	0	2645
"XP_037394417.1"	0	2837
"XP_037394861.1"	53.1	1482
"XP_037394993.1"	0	1828
"XP_037395891.1"	0	2837
"XP_037395942.1"	78.2	2043
"XP_037396941.1"	0	1828
"XP_037397370.1"	0	2837
"XP_037397604.1"	0	2289
"XP_037398222.1"	0	3178
"XP_037398673.1"	0	1819
"XP_037398735.1"	0	3559
"XP_037398967.1"	0	2641
"XP_037399667.1"	0	2645
"XP_037401119.1"	0	2837
"XP_037401762.1"	0	3527
"XP_037402395.1"	0	2416
"XP_037402646.1"	38.8	1447
"XP_037402916.1"	0	3019
"XP_037403440.1"	0	1828
"XP_037403521.1"	73.8	1710
"XP_037530992.1"	0	2940
"XP_037531053.1"	0	1497
"XP_037531126.1"	0	2994
"XP_037532266.1"	0	3115
"XP_037532285.1"	0	3296
"XP_037532690.1"	97.9	2502
"XP_037532836.1"	0	3429
"XP_037533084.1"	38.9	2203
"XP_037533718.1"	0	3528
"XP_037534246.1"	83.2	1968
"XP_037534426.1"	29.7	0
"XP_037534464.1"	0	1997
"XP_037534669.1"	93	2347
"XP_037535223.1"	0	3188
"XP_037536010.1"	0	2871
"XP_037536049.1"	97.7	2699
"XP_037536085.1"	43.4	2230
"XP_037536248.1"	0	2885
"XP_037536620.1"	0	3079
"XP_037536672.1"	0	3570
"XP_037536888.1"	0	3418
"XP_037537550.1"	0	1603
"XP_037538140.1"	0	3151
"XP_037538507.1"	0	2075
"XP_037539048.1"	148.1	2044
"XP_037539985.1"	0	3461
"XP_037540798.1"	0	3102
"XP_037540861.1"	46.4	1814
"XP_037541449.1"	108.8	2475
"XP_037541788.1"	0	2483
"XP_037543872.1"	0	2353
"XP_037544070.1"	71.4	1643
"XP_037544182.1"	0	3502
"XP_037545149.1"	0	3045
"XP_037545205.1"	0	3111
"XP_037546373.1"	88.5	0
"XP_037547130.1"	270.6	1618
"XP_037547882.1"	99.4	2720
"XP_037548149.1"	0	2869
"XP_037548413.1"	0	3734
"XP_037548444.1"	0	2647
"XP_037548578.1"	0	2879
"XP_037548649.1"	0	3019
"XP_037548839.1"	0	3633
"XP_037549233.1"	0	3504
"XP_037549314.1"	0	3161
"XP_037549529.1"	0	2018
"XP_037549648.1"	101.1	2380
"XP_037549902.1"	102.5	2264
"XP_037549953.1"	0	2984
"XP_037550125.1"	0	3176
"XP_037551185.1"	38.1	2033
"XP_037551377.1"	0	3769
"XP_037551466.1"	0	2299
"XP_037551534.1"	96.1	2171
"XP_037551768.1"	0	2290
"XP_037552680.1"	0	2967
"XP_037553169.1"	0	2767
"XP_037553430.1"	0	2846
"XP_037554281.1"	59.7	2064
"XP_037602890.1"	0	3769
"XP_037603495.1"	0	2005
"XP_037604563.1"	69.2	2002
"XP_037604673.1"	0	3377
"XP_037605625.1"	0	2150
"XP_037605946.1"	96.7	2490
"XP_037606409.1"	0	2786
"XP_037607230.1"	0	2484
"XP_037607853.1"	0	2852
"XP_037608227.1"	0	2986
"XP_037608311.1"	0	3098
"XP_037608341.1"	0	2584
"XP_037608722.1"	0	3673
"XP_037609106.1"	98.3	2724
"XP_037610713.1"	299.1	1810
"XP_037613173.1"	100.9	2580
"XP_037613178.1"	0	3176
"XP_037615341.1"	11.4	0
"XP_037616020.1"	0	2338
"XP_037617069.1"	92.2	2123
"XP_037618957.1"	97.7	2674
"XP_037619067.1"	0	2910
"XP_037619142.1"	0	3189
"XP_037619345.1"	82.3	1672
"XP_037622248.1"	0	2049
"XP_037623935.1"	144.8	2050
"XP_037624595.1"	0	2261
"XP_037627046.1"	64	2142
"XP_037628458.1"	92.7	2487
"XP_037628485.1"	43.7	2105
"XP_037628983.1"	0	3487
"XP_037629914.1"	0	3203
